SITEID,TITLE,lng,lat,Unnamed: 4,接待未成年人,接待未成年人数,身份信息套用,非法信息套用次数
50010910000006,重庆****林网吧,106.520342,29.866596,,0,0,0,0
50010910000007,重庆****乐网吧,106.476109,29.733421,,0,0,0,0
50010910000008,北碚****费点）,106.376492,29.770386,,0,0,0,0
50010910000009,重庆****轮网吧,106.470484,29.734228,,0,0,0,0
50010910000010,北碚****网吧）,106.375851,29.770711,,0,0,0,0
50010910000011,北碚****核对）,106.4081,29.824514,,0,0,0,0
50010910000012,重庆****祥网吧,106.505656,29.785015,,0,0,0,0
50010910000013,北碚****智网吧,106.455585,29.689098,,0,0,0,0
50010910000014,北碚****网吧）,106.432918,29.824954,,0,0,0,0
50010910000015,北碚****未用）,106.428794,29.823167,,0,0,0,0
50010910000016,重庆****东梅）,106.448526,29.831696,,0,0,1,3
50010910000017,重庆****腾网吧,106.447836,29.836579,,0,0,0,0
50010910000018,北碚****网吧）,106.444416,29.830906,,0,0,0,0
50010910000019,重庆****翼网吧,106.443627,29.831265,,0,0,0,0
50010910000020,重庆****潮网吧,106.453922,29.831454,,0,0,0,0
50010910000022,新天****经营）,106.379096,29.768857,,0,0,0,0
50010910000023,北碚****核对),106.368689,29.76208,,0,0,0,0
50010910000024,北碚****光网吧,106.441173,29.834001,,0,0,0,0
50010910000025,重庆****怡网吧,106.433496,29.830418,,0,0,0,0
50010910000026,北碚****费点）,106.448526,29.831696,,0,0,0,0
50010910000027,北碚****江网吧,106.441125,29.835145,,0,0,0,0
50010910000028,重庆****清网吧,106.559806,29.776433,,0,0,0,0
50010910000029,梦想****经营）,106.378855,29.768778,,0,0,0,0
50010910000030,北极****网吧）,106.415042,29.869142,,0,0,0,0
50010910000031,重庆****兆网吧,106.414142,29.807815,,0,0,0,0
50010910000032,北碚****宇网吧,106.520342,29.866596,,0,0,0,0
50010910000033,重庆****源网吧,106.671404,29.666681,,0,0,0,0
50010710000008,重庆****影网吧,106.525113,29.519118,,0,0,0,0
50010710000010,九龙****网网吧,,,,0,0,0,0
50010710000013,九龙****龙网吧,106.319493,29.545263,,0,0,1,3
50010710000015,重庆****义网吧,106.370595,29.434566,,0,0,0,0
50010710000017,九龙****斯网吧,106.522868,29.514767,,0,0,0,0
50010710000018,重庆****地网吧,106.495722,29.500366,,0,0,0,0
50010710000019,重庆****近网吧,106.523333,29.527181,,0,0,1,2
50010710000020,重庆****来网吧,106.376708,29.496067,,0,0,0,0
50010710000023,九龙****会所),106.517415,29.516238,,0,0,0,0
50010710000025,九龙****龙网吧,,,,0,0,0,0
50010710000029,重庆****缘网吧,106.549765,29.495752,,0,0,0,0
50010710000030,重庆****辰网吧,106.532809,29.503394,,0,0,0,0
50010710000031,重庆****速网吧,106.510826,29.520297,,0,0,1,4
50010710000032,重庆****奇网吧,106.544684,29.4908,,0,0,0,0
50010710000034,重庆****晴网吧,106.51212,29.520752,,0,0,1,23
50010710000035,九龙****通网吧,106.531894,29.504369,,0,0,1,1
50010710000231,九龙****克网吧,106.519493,29.514253,,0,0,1,9
50010710000232,重庆****格网吧,106.332822,29.303315,,0,0,0,0
50010710000233,重庆****世网吧,106.454108,29.437699,,0,0,0,0
50010710000234,重庆****宇网吧,106.34022,29.304444,,0,0,0,0
50010710000235,重庆****城网吧,106.333505,29.303349,,0,0,1,1
50010710000236,重庆****静网吧,106.496884,29.510617,,0,0,0,0
50010710000237,重庆****虎网吧,106.456693,29.4394,,0,0,1,2
50010710000238,重庆****城网吧,106.452422,29.452438,,0,0,0,0
50010710000240,重庆****者网吧,106.521697,29.530587,,0,0,0,0
50010710000241,重庆****丽网吧,106.377337,29.524027,,0,0,0,0
50010710000243,重庆****地网吧,106.457267,29.502444,,0,0,0,0
50010710000244,九龙****辉网吧,106.441428,29.486244,,0,0,1,44
50010710000245,闲了****了网吧,106.522122,29.531825,,0,0,0,0
50010710000248,九龙****桷坪店,,,,0,0,0,0
50010710000249,重庆****鱼网吧,106.480725,29.509866,,0,0,0,0
50010710000250,九龙****家坪店,,,,0,0,0,0
50010710000252,重庆****星网吧,106.377439,29.497571,,0,0,0,0
50010710000253,重庆****妮网吧,106.491984,29.499827,,0,0,0,0
50010710000254,重庆****龙网吧,106.40667,29.510509,,1,1,1,5
50010710000255,重庆****丰网吧,106.380329,29.509753,,0,0,1,2
50010710000256,重庆****络会所,106.514367,29.505276,,0,0,0,0
50010710000257,重庆****蜂网吧,106.340757,29.309896,,0,0,0,0
50010710000258,亚联****文网吧,106.532959,29.505006,,0,0,1,1
50010710000259,重庆****九网吧,106.379008,29.54501,,0,0,0,0
50010610002002,重庆****嘟网吧,106.454099,29.567892,,0,0,0,0
50010610002003,重庆****鹊网吧,106.460157,29.571354,,0,0,1,4
50010610002004,重庆****晖网吧,106.465878,29.569822,,0,0,1,10
50010610002005,重庆****亚网吧,106.465948,29.569781,,0,0,0,0
50010610002006,重庆****缘网吧,106.445461,29.558154,,0,0,1,3
50010610002007,重庆****人网吧,106.475053,29.566524,,0,0,0,0
50010610002008,重庆****斯网吧,106.547949,29.558616,,0,0,1,12
50010610002009,重庆****斯网吧,106.309625,29.608938,,0,0,1,1
50010610002010,重庆****程网吧,106.467756,29.568495,,0,0,1,17
50010610002011,重庆****友网吧,106.467756,29.568495,,0,0,1,1
50010610002012,重庆****年网吧,106.38273,29.605393,,0,0,0,0
50010610002013,重庆****星网吧,106.471915,29.56812,,0,0,0,0
50010610002014,重庆****素网吧,106.472065,29.567988,,0,0,0,0
50010610002016,重庆****费点),106.475053,29.566524,,0,0,0,0
50010610002017,重庆****多网吧,106.475803,29.56603,,0,0,1,6
50010610002018,沙坪****聊天室,106.475241,29.565616,,0,0,1,3
50010610002019,暴雪****宪均),106.475386,29.566078,,0,0,0,0
50010610002020,重庆****头网吧,106.38686,29.591882,,0,0,0,0
50010610002021,重庆****马网吧,106.47948,29.566935,,0,0,0,0
50010610002023,重庆****众网吧,106.379759,29.602139,,0,0,0,0
50010610002024,重庆****辉网吧,106.478554,29.560176,,0,0,0,0
50010510000155,江北****络会所,106.512103,29.582468,,0,0,1,7
50010510000156,重庆****会所）,106.713615,29.619318,,0,0,1,8
50010510000157,江北****会所）,106.538885,29.590309,,0,0,0,0
50010510000168,江北****帐号),106.535894,29.58508,,0,0,0,0
50010610001001,重庆****网吧）,106.382651,29.591635,,0,0,0,0
50010610001002,重庆****进网吧,106.384992,29.6026,,0,0,0,0
50010610001003,沙坪****闲会所,106.452082,29.578987,,0,0,0,0
50010610001005,重庆****光网吧,106.453061,29.530251,,0,0,0,0
50010610001006,重庆****狐网吧,106.382812,29.589748,,0,0,0,0
50010610001007,重庆****儿网吧,106.425927,29.576926,,0,0,1,8
50010610001008,重庆****海网吧,106.479872,29.565939,,0,0,0,0
50010610001009,重庆****窗网吧,106.449647,29.577146,,0,0,0,0
50010610001010,重庆****伊网城,106.449632,29.577232,,0,0,0,0
50010610001011,(加****世伟),106.449647,29.577146,,0,0,0,0
50010610001012,重庆****隆网吧,106.453484,29.57996,,0,0,0,0
50010610001013,重庆****网吧),106.470735,29.557475,,0,0,0,0
50010610001014,沙坪****青网吧,106.453053,29.579322,,0,0,0,0
50010610001015,重庆****咕网吧,106.454307,29.577845,,0,0,0,0
50010610001016,重庆****藤网吧,106.298642,29.60147,,0,0,1,20
50010610001017,重庆****子网吧,106.456015,29.583801,,0,0,0,0
50010610001018,重庆****网吧),106.453484,29.57996,,0,0,1,1
50010610002001,重庆****羽网吧,106.453142,29.568774,,0,0,0,0
50010710000142,重庆****盈网吧,106.333269,29.304325,,0,0,0,0
50010710000143,九龙****仁网吧,106.529053,29.514225,,0,0,1,6
50010710000144,九龙****力网吧,106.332822,29.303315,,0,0,0,0
50010710000145,重庆****兹网吧,106.449095,29.504581,,0,0,0,0
50010710000147,重庆****桃网吧,106.356642,29.380042,,0,0,0,0
50010710000149,重庆****天网吧,106.457267,29.502444,,0,0,1,1
50010710000150,重庆****空网吧,106.337798,29.418527,,0,0,1,4
50010710000151,九龙****兰网吧,106.34022,29.304444,,0,0,0,0
50010710000154,九龙****行网吧,106.451843,29.470456,,0,0,0,0
50010710000156,重庆****牌网吧,106.51969,29.517591,,0,0,0,0
50010710000157,重庆****宇网吧,106.487811,29.503127,,0,0,1,2
50010710000158,重庆****满网吧,106.420564,29.487013,,0,0,0,0
50010710000159,九龙****杨网吧,106.534358,29.513451,,0,0,1,3
50010710000160,九龙****宇网吧,106.451843,29.470456,,0,0,1,1
50010710000161,九龙****缘网吧,106.514231,29.514253,,0,0,0,0
50010710000162,重庆****速网吧,106.376536,29.527193,,0,0,0,0
50010710000163,九龙****朵网吧,,,,0,0,0,0
50010710000165,九龙****王网吧,106.491761,29.499943,,0,0,0,0
50010710000166,重庆****悦网吧,106.404565,29.509022,,0,0,0,0
50010710000168,重庆****乐网吧,106.523672,29.52285,,0,0,1,4
50010710000169,九龙****逸网吧,106.437071,29.441597,,0,0,0,0
50010710000170,重庆****网吧）,106.52098,29.531429,,0,0,0,0
50010710000171,重庆****梦网吧,106.375962,29.525973,,0,0,1,1
50010710000174,重庆****来网吧,106.375103,29.525837,,0,0,1,1
50010710000175,重庆****三网吧,106.508144,29.52144,,0,0,0,0
50010710000176,重庆****珊网吧,106.379008,29.54501,,0,0,0,0
50010610002026,沙坪****倶乐部,106.467013,29.568896,,0,0,1,4
50010610002030,重庆****嘟网吧,106.454099,29.567892,,0,0,0,0
50010610002031,联通****莱特),106.465901,29.564483,,0,0,0,0
50010610002032,重庆****浪网吧,106.466795,29.563966,,0,0,1,1
50010610002033,重庆****力网吧,106.464144,29.564817,,0,0,0,0
50010610002034,重庆****浪网城,106.464281,29.564685,,0,0,0,0
50010610002035,重庆****浪网城,106.464281,29.564685,,0,0,1,2
50010610002036,重庆****费点),106.464281,29.564685,,0,0,0,0
50010610002038,沙坪****E家),106.467729,29.561356,,0,0,0,0
50010610002039,(加****俊成),106.46441,29.564641,,0,0,0,0
50010610002040,重庆****座网吧,106.450329,29.609282,,0,0,0,0
50010610002043,(加****江涛),106.46441,29.564641,,0,0,0,0
50010610002047,自由****奇兵),106.465831,29.563204,,0,0,0,0
50010610002048,重庆****带网吧,106.464539,29.564597,,0,0,0,0
50010610002049,重庆****费点),106.464539,29.564597,,0,0,1,4
50010610002051,重庆****春网吧,106.467359,29.568676,,0,0,0,0
50010610002053,(加****吴强),106.464539,29.564597,,0,0,0,0
50010610002054,重庆****原网吧,106.313906,29.600116,,0,0,0,0
50010610002065,重庆****力网吧,106.469907,29.561804,,0,0,1,2
50010610002066,联通****苑林凌,106.465603,29.561087,,0,0,0,0
50010610002067,沙坪****会所）,106.465741,29.563825,,0,0,1,19
50010610002068,(加****苑林凌,106.465845,29.563818,,0,0,0,0
50010610002041,重庆****费点),106.464281,29.564685,,0,0,1,2
50010610002069,重庆****费点),106.465741,29.563825,,0,0,0,0
50010610002070,重庆****东网吧,106.470923,29.564321,,0,0,0,0
50010610002071,重庆****散网吧,106.470923,29.564321,,0,0,0,0
50010610002072,重庆****通网吧,106.464694,29.560703,,0,0,1,25
50010610002073,沙坪****欣阳店,106.30299,29.840699,,0,0,0,0
50010610002076,沙坪****分公司,106.478999,29.563684,,0,0,0,0
50010610002077,沙坪****俱乐部,106.46883,29.570358,,0,0,0,0
50010610002078,重庆****迷俱乐,106.46883,29.570358,,0,0,0,0
50010610002079,沙坪****网苑),106.46516,29.576901,,0,0,0,0
50010610002090,重庆****限公司,106.474633,29.568561,,0,0,1,6
50010610002091,重庆****钇网吧,106.465099,29.577011,,0,0,0,0
50010610002092,重庆****网吧),106.463762,29.578909,,0,0,0,0
50010610002093,沙坪****乙网吧,106.381331,29.598058,,0,0,0,0
50010610002094,重庆****隼网吧,106.463724,29.578895,,0,0,1,1
50010610002096,重庆****网吧),106.4618,29.567251,,0,0,1,1
50010610002097,重庆****丁网吧,106.46614,29.562578,,0,0,1,19
50010610004001,重庆****闲网吧,106.374805,29.630548,,0,0,0,0
50010610004002,重庆****轩网吧,106.477508,29.558748,,0,0,0,0
50010610004003,重庆****双网吧,106.315089,29.626792,,0,0,0,0
50010610004004,重庆****梦网吧,106.46257,29.552288,,0,0,1,1
50010610004006,重庆****联网吧,106.467482,29.560417,,0,0,0,0
50010610004007,重庆****月网吧,106.338752,29.62508,,0,0,0,0
50010610004008,重庆****福网吧,106.470582,29.55711,,0,0,1,6
50010610004009,重庆****坤网吧,106.47841,29.546921,,0,0,0,0
50010610004010,重庆****网吧）,106.468684,29.558822,,0,0,0,0
50010610004011,沙坪****锦网吧,106.47706,29.544767,,0,0,1,3
50010710000260,重庆****直营店,106.377437,29.49606,,0,0,0,0
50011210000039,渝北****天网吧,106.634817,29.722978,,0,0,1,5
50011210000040,渝北****意网吧,106.641375,29.774673,,0,0,0,0
50011210000041,渝北****都网吧,106.643407,29.775949,,0,0,0,0
50011210000042,渝北****虹网吧,106.614762,29.674415,,0,0,0,0
50011210000043,渝北****域网吧,106.526028,29.594501,,0,0,1,4
50011210000044,渝北****高网吧,106.519078,29.589901,,0,0,1,3
50011210000045,渝北****纪网吧,106.515108,29.584731,,0,0,1,1
50011210000046,渝北****洋网吧,106.640031,29.726312,,0,0,1,2
50011210000047,渝北****庆网吧,106.518621,29.596609,,0,0,0,0
50011210000048,渝北****纪网吧,106.522728,29.604798,,0,0,1,2
50011210000049,渝北****登网吧,106.805209,29.708229,,0,0,0,0
50011210000050,渝北****福网吧,106.802464,29.705344,,0,0,0,0
50011210000051,渝北****缘网吧,106.522752,29.606434,,0,0,0,0
50010710000262,九龙****络会所,106.531792,29.536204,,0,0,0,0
50010710000263,重庆****五网吧,106.487811,29.503127,,0,0,1,4
50010710000264,重庆****宇网吧,106.352243,29.366663,,0,0,0,0
50010710000265,九龙****网吧),116.508583,40.188533,,0,0,0,0
50010710000266,重庆****西网吧,106.371775,29.489477,,0,0,0,0
50010710000268,重庆****创网吧,106.45128,29.470938,,0,0,0,0
50010710000269,重庆****云网吧,106.548349,29.497311,,0,0,0,0
50010710000270,重庆****龙网吧,106.457267,29.502444,,0,0,0,0
50010710000271,九龙****洋网吧,106.335067,29.425051,,0,0,0,0
50010710000272,九龙****岩网城,106.457267,29.502444,,0,0,0,0
50010710000273,亚联****家网吧,106.359796,29.37803,,0,0,0,0
50010710000274,亚联****寺网吧,106.451843,29.470456,,1,25,0,0
50010710000275,九龙****晨网吧,,,,0,0,0,0
50010710000276,重庆****直港店,106.452305,29.502131,,0,0,0,0
50010710000277,九龙****停业）,106.370595,29.434566,,0,0,0,0
50010710000278,九龙****诺网吧,106.506186,29.5227,,0,0,1,20
50010710000279,九龙****斧网吧,106.525169,29.515058,,0,0,0,0
50010710000280,韵龙****网吧）,106.520735,29.514652,,0,0,1,1
50010710000036,九龙****湾网吧,106.517102,29.512986,,0,0,1,13
50010710000039,重庆****实网吧,106.337266,29.416812,,0,0,0,0
50010710000040,重庆****友网吧,106.543204,29.491126,,0,0,0,0
50010710000041,九龙****南网吧,106.352045,29.418944,,0,0,0,0
50010710000042,九龙****慧星),106.508805,29.522412,,0,0,1,44
50010710000043,重庆****地网吧,106.544426,29.490765,,0,0,0,0
50010710000047,重庆****利网吧,106.549455,29.498446,,0,0,1,14
50010710000048,重庆****宽网吧,106.517708,29.519552,,0,0,1,2
50010710000051,重庆****宝网吧,106.549767,29.49856,,0,0,0,0
50010710000056,九龙****新网吧,106.523094,29.516976,,0,0,0,0
50010710000057,九龙****赫网吧,106.518437,29.508676,,0,0,1,1
50010710000058,九龙****城网吧,106.51611,29.518167,,0,0,1,1
50010710000060,重庆****间网吧,106.523463,29.520459,,0,0,1,8
50010710000061,重庆****斯网吧,106.549765,29.495752,,0,0,0,0
50010710000065,重庆****斯网吧,106.332762,29.303316,,0,0,0,0
50011210000103,渝北****季网吧,106.626706,29.708929,,0,0,0,0
50011210000104,渝北****乐网吧,106.49388,29.596386,,0,0,0,0
50011210000105,渝北****喜网吧,106.525143,29.594318,,0,0,0,0
50011210000106,渝北****上网吧,106.635364,29.712954,,0,0,0,0
50011210000107,渝北****明网吧,106.939437,29.734327,,0,0,0,0
50011210000081,渝北****河网吧,106.627849,29.710365,,0,0,0,0
50011210000082,渝北****间网吧,,,,0,0,0,0
50011210000083,渝北****侠网吧,106.62991,29.713503,,0,0,0,0
50011210000084,渝北****蛙网吧,106.511609,29.59251,,0,0,0,0
50011210000085,渝北****译网吧,106.617288,29.672183,,0,0,0,0
50011210000086,渝北****铁网吧,106.602428,29.693078,,0,0,1,4
50011210000087,渝北****兴网吧,106.601731,29.685629,,0,0,0,0
50011210000088,渝北****友网吧,106.613003,29.682224,,0,0,1,1
50011210000089,渝北****豆网吧,106.636979,29.726832,,0,0,1,7
50011210000090,渝北****亚网吧,106.643407,29.775949,,0,0,0,0
50011210000135,渝北****霞网吧,106.610562,29.69237,,0,0,0,0
50015310000032,北部****星网吧,106.557083,29.613047,,0,0,0,0
50015310000033,北部****朵网吧,106.209382,29.284954,,0,0,1,1
50015310000034,北部****视网吧,106.588446,29.058154,,1,1,1,8
50015310000035,北部****人网吧,108.712823,30.942818,,0,0,1,3
50015310000036,北部****原网吧,106.555177,29.612851,,0,0,0,0
50015310000038,北部****森网吧,106.564686,29.662242,,0,0,1,7
50015310000039,北部****色网吧,106.548475,29.633175,,0,0,1,1
50099910000001,重庆****部专用,106.530635,29.544606,,0,0,0,0
50099910000002,重庆****测试部,106.492326,29.536728,,0,0,0,0
50099910000010,重庆****试01,106.492265,29.536729,,0,0,0,0
50099910000013,丰都****限公司,107.741235,29.872949,,0,0,0,0
50099910000014,沙坪****服务站,106.470169,29.557573,,0,0,0,0
50099910000020,xi****ong,,,,0,0,0,0
50999910000010,11****111,,,,0,0,0,0
50010710000267,九龙****鲁网吧,106.522134,29.518679,,0,0,1,2
50023310000005,忠县****间网吧,108.051424,30.306022,,0,0,0,0
50023310000006,忠县****络驿站,108.044656,30.297239,,0,0,0,0
50023310000007,忠县****天网吧,107.732723,30.308146,,0,0,0,0
50023310000008,忠县****客网吧,108.047822,30.299137,,0,0,0,0
50023310000009,忠县****闲会所,108.038832,30.294404,,0,0,0,0
50023310000010,忠县****深网吧,108.049842,30.301943,,0,0,0,0
50023310000011,忠县****力网吧,108.05039,30.29938,,0,0,0,0
50023310000012,忠县****浪网吧,108.038688,30.298155,,0,0,0,0
50023310000013,忠县****河网吧,108.079132,30.501489,,0,0,0,0
50023310000014,忠县****网络屋,107.747255,30.398017,,0,0,0,0
50023310000015,忠县****潮网吧,107.876648,30.388577,,0,0,0,0
50011310000138,巴南****客网吧,106.535387,29.465022,,0,0,0,0
50011310000139,巴南****林网吧,106.556211,29.44473,,0,0,0,0
50011310000152,巴南****件狗）,106.568173,29.475686,,0,0,0,0
50011310000153,巴南****牛网吧,106.56994,29.48113,,0,0,0,0
50011310000154,巴南****件狗）,106.530702,29.387195,,0,0,0,0
50011310000155,巴南****件狗）,106.526365,29.389181,,0,0,0,0
50015110000001,高新****下网吧,106.500677,29.539029,,0,0,0,0
50015110000003,高新****乐网吧,106.493805,29.531451,,0,0,0,0
50015110000004,高新****点网吧,106.485459,29.534899,,0,0,0,0
50015110000005,高新****豪网吧,106.456568,29.508201,,0,0,0,0
50015110000006,高新****会馆）,106.487808,29.534825,,0,0,0,0
50015110000008,高新****琳网吧,106.465514,29.509389,,0,0,0,0
50015110000009,高新****会所）,106.48428,29.531356,,0,0,0,0
50015110000010,高新****蓝网吧,106.499516,29.539232,,0,0,0,0
50015110000011,高新****贵网吧,106.507933,29.541665,,0,0,0,0
50015110000012,高新****生网吧,106.495795,29.540593,,0,0,0,0
50015110000013,高新****个网吧,106.471523,29.526508,,0,0,0,0
50015110000014,高新****七网吧,106.481806,29.527453,,0,0,0,0
50015110000015,高新****会所),106.48796,29.536363,,0,0,0,0
50015110000016,高新****会所）,106.491545,29.528125,,0,0,0,0
50015110000017,高新****钻网吧,106.481714,29.536777,,0,0,0,0
50015110000020,高新****客网吧,106.49131,29.533719,,0,0,0,0
50015110000021,高新****宏网吧,106.497369,29.53723,,0,0,0,0
50015110000022,高新****会所）,106.493637,29.539257,,0,0,0,0
50015110000024,高新****费点）,106.493637,29.539257,,0,0,0,0
50015110000025,高新****蛛网吧,106.482357,29.536497,,0,0,0,0
50015110000028,高新****星网吧,106.493053,29.539025,,0,0,0,0
50015110000029,高新****纪网吧,106.487999,29.529987,,0,0,0,0
50015110000030,高新****会所）,106.480831,29.526719,,0,0,0,0
50015110000031,高新****会所）,106.496733,29.532064,,0,0,0,0
50015110000032,高新****苑网吧,106.488681,29.534603,,0,0,0,0
50015110000033,高新****点网吧,106.504872,29.539819,,0,0,0,0
50015110000034,高新****征网吧,106.471754,29.509704,,0,0,0,0
50015110000035,高新****星网吧,106.49807,29.536265,,0,0,0,0
50015110000036,高新****乐网吧,106.492461,29.542968,,0,0,0,0
50015110000037,高新****凼网吧,106.34228,29.346395,,0,0,0,0
50015110000038,高新****网吧）,106.497382,29.529628,,0,0,0,0
50015110000039,高新****潮网吧,106.499032,29.536798,,0,0,0,0
50015110000040,高新****酷网吧,106.478693,29.518301,,0,0,0,0
50015110000041,高新****发网吧,106.486261,29.534287,,0,0,0,0
50015110000042,高新****会所）,106.489204,29.535176,,0,0,0,0
50015110000043,高新****洋网吧,106.486783,29.533659,,0,0,0,0
50015110000044,高新****情网吧,106.465019,29.52522,,0,0,0,0
50015110000045,高新****鸟网吧,106.5023,29.540332,,0,0,0,0
50015110000047,高新****米网吧,106.496063,29.536337,,0,0,0,0
50015110000048,高新****会所）,106.464022,29.521942,,0,0,0,0
50015110000049,高新****亚网吧,106.471964,29.521153,,0,0,0,0
50015110000050,高新****霞网吧,106.459858,29.511667,,0,0,0,0
50015110000051,高新****漠之舟,106.460413,29.521898,,0,0,0,0
50015110000052,高新****往网吧,106.483794,29.537535,,0,0,0,0
50015110000053,高新****会所）,106.485519,29.535578,,0,0,0,0
50015110000054,高新****华网吧,106.465071,29.526919,,0,0,0,0
50015110000059,高新****商网吧,106.462907,29.521166,,0,0,0,0
50015110000061,高新****网城）,106.459379,29.500514,,0,0,0,0
50015110000063,高新****会所）,106.481976,29.527505,,0,0,0,0
50015110000064,高新****富网吧,106.487051,29.542097,,0,0,0,0
50010710000177,九龙****云网吧,,,,0,0,0,0
50010710000178,九龙****鑫网吧,106.442127,29.485917,,0,0,0,0
50010710000180,重庆****铭网吧,106.510217,29.523091,,0,0,0,0
50010710000181,九龙****治网吧,106.517708,29.519552,,0,0,0,0
50010710000182,九龙****揽网吧,106.441295,29.468212,,0,0,0,0
50010710000183,重庆****缘网吧,106.521352,29.523984,,0,0,1,5
50010710000184,九龙****百网吧,106.519493,29.514253,,0,0,0,0
50010710000186,重庆****特网吧,106.526199,29.515455,,0,0,1,7
50010710000187,九龙****创网吧,106.509363,29.502438,,0,0,0,0
50010710000188,九龙****变网吧,106.451843,29.470456,,0,0,0,0
50010710000189,九龙****轩网吧,106.439754,29.46582,,0,0,1,1
50010710000190,九龙****网吧）,106.34022,29.304444,,0,0,0,0
50010710000191,重庆****尚网吧,106.319625,29.524338,,0,0,0,0
50010710000192,九龙****唐网吧,106.445727,29.482056,,0,0,0,0
50010710000193,九龙****力网吧,106.511628,29.503917,,0,0,1,3
50010710000194,重庆****水网吧,106.485752,29.507146,,0,0,1,14
50010710000195,九龙****空网吧,106.441875,29.482449,,0,0,0,0
50010710000196,重庆****天网吧,106.339409,29.307573,,0,0,0,0
50010710000198,重庆****启网吧,106.534958,29.497749,,0,0,1,1
50010710000199,九龙****亮网吧,106.45507,29.439593,,0,0,0,0
50010710000200,九龙****艺网吧,106.44672,29.441744,,0,0,0,0
50010710000201,九龙****健网吧,106.517102,29.512986,,1,1,0,0
50010710000202,九龙****瑞网吧,106.498614,29.505903,,0,0,0,0
50010710000203,九龙****势力),106.522601,29.517855,,0,0,0,0
50010710000205,九龙****迪网吧,106.547333,29.496867,,0,0,0,0
50010710000206,九龙****远网吧,106.522868,29.514767,,0,0,0,0
50010710000208,九龙****杰网吧,,,,0,0,0,0
50010710000210,重庆****亚网吧,106.513309,29.521119,,0,0,1,2
50010710000214,重庆****都网吧,106.352498,29.367187,,0,0,0,0
50010710000215,重庆****发网吧,106.368589,29.426607,,0,0,0,0
50010710000216,九龙****应网吧,106.516539,29.517971,,0,0,0,0
50010710000217,重庆****回网吧,106.370573,29.550252,,0,0,0,0
50010710000218,九龙****和网吧,,,,0,0,1,2
50010710000219,重庆****信网吧,106.46443,29.502113,,0,0,0,0
50010710000220,重庆****禾网吧,106.501352,29.522882,,0,0,1,2
50010710000221,重庆****克网吧,106.455883,29.501449,,0,0,1,2
50010710000222,重庆****都网吧,106.379063,29.49789,,0,0,1,1
50010710000223,重庆****达网吧,106.587072,29.627076,,0,0,0,0
50010710000224,九龙****芮网吧,106.437071,29.441597,,0,0,0,0
50010710000225,重庆****来网吧,106.383426,29.5086,,0,0,0,0
50010710000227,九龙****网城）,106.517947,29.514189,,0,0,1,12
50010710000228,九龙****逸网吧,106.439765,29.46719,,0,0,1,2
50010710000229,九龙****特网吧,106.524153,29.514934,,0,0,0,0
50010610009027,沙区****柱网吧,106.376866,29.55731,,0,0,0,0
50010610009028,沙坪****雨网吧,106.344339,29.621394,,0,0,1,2
50010610009029,重庆****力网吧,106.33757,29.627652,,0,0,0,0
50010610009030,渔人****线回龙,106.392482,29.711947,,0,0,0,0
50010610009032,沙坪****闲会所,106.337107,29.626058,,0,0,1,1
50010610009033,沙坪****网吧),106.307693,29.608452,,0,0,1,4
50010610009034,渔人****线西永,106.384373,29.603409,,0,0,0,0
50010610009035,重庆****光海),106.307693,29.608452,,0,0,0,0
50010610009036,重庆****络会所,106.307693,29.608452,,0,0,0,0
50010610009037,重庆****力网吧,106.309359,29.558205,,0,0,1,12
50010610009038,重庆****居网吧,106.313022,29.563557,,0,0,0,0
50010610009039,重庆****珊网吧,106.379624,29.636179,,0,0,1,1
50010610009040,重庆****浪网吧,106.374805,29.630548,,0,0,0,0
50010610009041,重庆****日网吧,106.310011,29.555621,,0,0,0,0
50010610009042,重庆****泉网吧,106.339043,29.624997,,0,0,0,0
50010610009043,重庆****伟网吧,106.341348,29.647747,,0,0,0,0
50010610009045,亚联****恋网城,106.310827,29.555739,,0,0,1,3
50010610009046,沙坪****鱼网吧,106.312056,29.585733,,0,0,1,1
50010610009047,重庆****亮网吧,106.33783,29.627379,,0,0,1,3
50010610009048,重庆****费点),106.33783,29.627379,,0,0,0,0
50010610009049,重庆****桃网吧,106.338327,29.625388,,0,0,0,0
50010610009050,重庆****品网吧,106.316226,29.68099,,0,0,0,0
50010610009051,重庆****网吧）,106.307693,29.608452,,0,0,1,38
50010610009052,重庆****空网吧,106.337074,29.626092,,0,0,0,0
50010610009053,重庆****网吧）,106.307693,29.608452,,0,0,0,0
50010610009054,重庆****志网吧,106.307693,29.608452,,0,0,0,0
50010710000001,九龙****隐网吧,106.523171,29.519852,,0,0,0,0
50010710000006,九龙****境网吧,106.519493,29.514253,,0,0,1,3
50011310000087,巴南****线网吧,106.549782,29.469788,,0,0,0,0
50011310000088,巴南****伟网吧,106.526862,29.384529,,0,0,0,0
50011310000089,巴南****晰网吧,106.547642,29.406657,,0,0,0,0
50011310000090,巴南****晰网吧,106.55002,29.463134,,0,0,0,0
50011310000091,巴南****色网吧,106.54183,29.471707,,0,0,0,0
50011310000092,巴南****语网吧,106.549672,29.460316,,0,0,0,0
50011310000093,巴南****心网吧,106.545491,29.471869,,0,0,0,0
50011310000094,巴南****娅网吧,106.53945,29.472298,,0,0,0,0
50011310000095,巴南****亚网吧,106.531318,29.386774,,0,0,0,0
50011310000096,巴南****飞网吧,106.55014,29.458312,,0,0,0,0
